Company_Name,Link_Company,Booth_Number,Link_Booth,About the Company,Company's Categories,Digital Press Releases
White River Knife & Tool,https://n1b.goexposoftware.com/events/ss24/goExpo/exhibitor/viewExhibitorProfile.php?__id=1590,43121,https://n1b.goexposoftware.com/events/ss24/goExpo/floorPlan/viewFloorPlan.php?e=1&bi=1222,"Maker of premium American knives with U.S. made, U.S. sourced materials. Ideally suited for Dealers who appreciate purchasing directly from the maker, keystone pricing, strictly enforced MAP, low order minimums, and a no hassle lifetime warranty. We offer hunting, fishing, survival, EDC, LE/First Responder, and tactical models - all delivered with a great retail presentation box.", Cutlery/Sharpeners/Knives/Accessories,
Whitworth Tool,https://n1b.goexposoftware.com/events/ss24/goExpo/exhibitor/viewExhibitorProfile.php?__id=2886,51440,https://n1b.goexposoftware.com/events/ss24/goExpo/floorPlan/viewFloorPlan.php?e=1&bi=443,"Whitworth Tool, Inc. is a precision manufacturer of components for sporting and defense arms, suppressors, and aerospace products.", Machining,
Wicked Edge Precision Sharpeners,https://n1b.goexposoftware.com/events/ss24/goExpo/exhibitor/viewExhibitorProfile.php?__id=1592,73026,https://n1b.goexposoftware.com/events/ss24/goExpo/floorPlan/viewFloorPlan.php?e=1&bi=2347,"Wicked Edge Precision Knife Sharpeners provide military personnel, law enforcement officers, hunters and knife enthusiasts with sharpening systems that are easy to use and produce spectacular, hair-whittling edges. Wicked Edge Sharpeners use patented dual-sided sharpening technology that allows you to sharpen both sides of your blade at once, while maintaining a constant angle of your choosing. The diamonds we use on our stones are harder than any steel and make light work of the toughest steels out there. Come see the world's best knife sharpener for yourself.", Cutlery/Sharpeners/Knives/Accessories Camping Hunting Gear/Accessories,
Wilcox Industries,https://n1b.goexposoftware.com/events/ss24/goExpo/exhibitor/viewExhibitorProfile.php?__id=1593,62303,https://n1b.goexposoftware.com/events/ss24/goExpo/floorPlan/viewFloorPlan.php?e=1&bi=1454,"Wilcox is an innovative leader in the design, development and manufacture of tactical solutions for military, law enforcement and first responders around the world. Wilcox’s portfolio includes three core product areas: night vision mounting, hybrid life support and combat systems. Wilcox consistently delivers unique products with unparalleled performance and quality. We strive to set new industry standards in quality and workmanship, providing the toughest and most effective tactical products available. Wilcox prides itself on tailoring solutions for our customers’ unique requirements.", Firearm Grips/Stocks Retailer Services Custom Manufacturing International Exhibitors,
Wild Junkie,https://n1b.goexposoftware.com/events/ss24/goExpo/exhibitor/viewExhibitorProfile.php?__id=3244,41312,https://n1b.goexposoftware.com/events/ss24/goExpo/floorPlan/viewFloorPlan.php?e=1&bi=825,Wholesale unisex graphic tees. EDI setup.," Treestands Apparel, Men's Apparel, Women's",
Wild West Guns LLC,https://n1b.goexposoftware.com/events/ss24/goExpo/exhibitor/viewExhibitorProfile.php?__id=1595,42537,https://n1b.goexposoftware.com/events/ss24/goExpo/floorPlan/viewFloorPlan.php?e=1&bi=1070,"Wild West Guns is a full service custom gun shop providing service since 1992 in Anchorage, AK and Las Vegas, NV. We specialize in modern powerful lever action rifles, bolt rifles and handguns including the Co-Pilot, Alaskan Guide, Summit Lite, Wolverine and Alaska Guide rifle. we have Known worldwide for innovative designs and craftsmanship, our products are sought after by discriminating sportsmen and collectors. We expanded into Las Vegas in 2011 to give people greater opportunities to see our fine guns first hand. You can also catch us on our TV show, ""Wild West Alaska"", on Animal Planet", Firearm Grips/Stocks Communications/Electronics/GPS Magazines/Cartridges,
"Wiley X, Inc.",https://n1b.goexposoftware.com/events/ss24/goExpo/exhibitor/viewExhibitorProfile.php?__id=1597,20063,https://n1b.goexposoftware.com/events/ss24/goExpo/floorPlan/viewFloorPlan.php?e=1&bi=1905,, Eyewear,
Wilkinson Tactical,https://n1b.goexposoftware.com/events/ss24/goExpo/exhibitor/viewExhibitorProfile.php?__id=1598,61009,https://n1b.goexposoftware.com/events/ss24/goExpo/floorPlan/viewFloorPlan.php?e=1&bi=1405,"We are a gun designer and manufacturer. We manufacture the CR-12 Modular Advanced Weapon System, a gas-operated, magazine-fed, semi-automatic and select-fire-capable tactical 12-gauge shotgun. This system is field-reconfigurable to adapt to the changing mission environment.", Firearms,
William J. Dixon Company,https://n1b.goexposoftware.com/events/ss24/goExpo/exhibitor/viewExhibitorProfile.php?__id=3595,52534,https://n1b.goexposoftware.com/events/ss24/goExpo/floorPlan/viewFloorPlan.php?e=1&bi=288,"William J. Dixon Co. is a fourth-generation leader in textile manufacturing, conversion, lamination, and distribution of wide and narrow textiles.  We're a family-owned business that maintains a large inventory of fiber textile products in our modern on-site warehouse, which allows us to fill your orders quickly and accurately.  Our expertise is custom manufacturing to your specifications.        
 
We specialize in Berry Amendment compliance and sourcing.  Many of our fabrics at William J. Dixon are sourced in the United States.", Fabrics Finishing Services,William J. Dixon Company
Wilson Tool International,https://n1b.goexposoftware.com/events/ss24/goExpo/exhibitor/viewExhibitorProfile.php?__id=2232,52106,https://n1b.goexposoftware.com/events/ss24/goExpo/floorPlan/viewFloorPlan.php?e=1&bi=114,"The Impax Tooling Solutions® division of Wilson Tool International leads the industry with service, quality and innovation. We manufacture a full selection of high quality punch and die components, including draw punches, bunter tooling, trim tools, form dies, staking punches and machine components. With Impax Tooling Solutions you will receive the widest selection of tool steel and coating options available anywhere. With over 55 years as the number one tool supplier in a variety of industries, let our experience help you find the right solution.", Tools,
Winchester Ammunition,https://n1b.goexposoftware.com/events/ss24/goExpo/exhibitor/viewExhibitorProfile.php?__id=1030,11828,https://n1b.goexposoftware.com/events/ss24/goExpo/floorPlan/viewFloorPlan.php?e=1&bi=1651,,,
Winchester Repeating Arms,https://n1b.goexposoftware.com/events/ss24/goExpo/exhibitor/viewExhibitorProfile.php?__id=2705,12032,https://n1b.goexposoftware.com/events/ss24/goExpo/floorPlan/viewFloorPlan.php?e=1&bi=1660,"Winchester Repeating Arms has been redefining the firearms industry since 1866, and this year is no exception. Learn more about our existing and innovative new products on our website, or connect with us on Facebook!",,
Winchester Safes,https://n1b.goexposoftware.com/events/ss24/goExpo/exhibitor/viewExhibitorProfile.php?__id=2706,12028,https://n1b.goexposoftware.com/events/ss24/goExpo/floorPlan/viewFloorPlan.php?e=1&bi=1659,"Reliability and integrity are essential to Winchester. They are how we built “the gun that won the West,” and they are how we continue to build the best gun safes to protect it. Winchester Safes offer proven security for your memories, protection for your possessions and — most importantly — peace of mind for you and your family.", Firearm Cabinets/Racks/Safes,GunStiXX by Winchester Safes
Wing-Sun Trading Inc.,https://n1b.goexposoftware.com/events/ss24/goExpo/exhibitor/viewExhibitorProfile.php?__id=1601,10977,https://n1b.goexposoftware.com/events/ss24/goExpo/floorPlan/viewFloorPlan.php?e=1&bi=1598,"Manufacturer and importer of hunting and shooting accessories. Over 25 years contract manufacturing experience as a partner trusted by many industry brands. Our line of products covers both hard and soft goods and includes proven shooting and hunting gear and new and innovative products as well.  Products we offer to share our resources range from optical sights and mounts, hunting bipods and tripods, blinds and stands, shooting range gear including spotting scope stand, target stand, mats, range bags and carts to essential accessories such as cleaning kits and other tools.", Scopes/Sights/Telescopes/Accessories Custom Manufacturing Hunting Gear/Accessories Treestands Airgun/Airsoft Products Blinds,
Wisesorbent Technology,https://n1b.goexposoftware.com/events/ss24/goExpo/exhibitor/viewExhibitorProfile.php?__id=3661,51411,https://n1b.goexposoftware.com/events/ss24/goExpo/floorPlan/viewFloorPlan.php?e=1&bi=418,"With over 40 desiccant & absorbent products in the moisture-proof field, we dedicate ourselves to provide professional service for pharmaceutical industry, diagnostic reagent industry, food industry, general industry as well as container industry.", Packaging,
WISPORT,https://n1b.goexposoftware.com/events/ss24/goExpo/exhibitor/viewExhibitorProfile.php?__id=148,40528,https://n1b.goexposoftware.com/events/ss24/goExpo/floorPlan/viewFloorPlan.php?e=1&bi=654,"WISPORT is a backpack manufacturer form Poland. Whole production process is located in Poland since 1984. We supply Polish Army, Polish Special Forces and we sell also our products to civil market. We import fabrics in US camuflages directly from USA (like Multicam or A-Tacs). We specialize in manufacturing backpacks, bags, cargos, accessories etc. We use only top brands materials to produce our products like Cordura, ITW Nexus, Kroko etc. We are able to make products for special orders.", Association/Agencies/Wildlife Mgmt.,
WMD Guns,https://n1b.goexposoftware.com/events/ss24/goExpo/exhibitor/viewExhibitorProfile.php?__id=1603,42702,https://n1b.goexposoftware.com/events/ss24/goExpo/floorPlan/viewFloorPlan.php?e=1&bi=1105,"WMD Guns is a Firearms Innovator, bringing the most advanced Coating Technologies to their firearms and components. We Test and Prove-out the latest advancements providing the highest performance and enhanced shooter experience for our customers. Our products include the only fully NiB-X coated firearm in the world. The new Patented SlingStock. WMD's premium products radically improve firearm performance; easier cleaning and maintenance, higher reliability, and increased part life. WMD Guns provide premium coated products through; distribution, dealers, direct upgrade and customized coating", Firearms Law Enforcement Products/Services,
WOLF Performance Ammunition,https://n1b.goexposoftware.com/events/ss24/goExpo/exhibitor/viewExhibitorProfile.php?__id=1604,14455,https://n1b.goexposoftware.com/events/ss24/goExpo/floorPlan/viewFloorPlan.php?e=1&bi=1818,"WOLF Performance Ammunition offers shooters a wide selection of top-quality ammunition for all recreational, competitive and tactical shooters. All ammunition is backed by the industry’s only 100% performance guarantee. WOLF Performance Arms are the finest rifles and shotguns produced in the world, hammer-forged and heat-treated for an incredibly accurate, durable and reliable firearm. WOLF Performance Optics are among the finest in the world, using military-grade materials and technology for top-tier performance that is user-friendly.", Ammunition Firearm Grips/Stocks Outfitters,
Wolfe Publishing Co.,https://n1b.goexposoftware.com/events/ss24/goExpo/exhibitor/viewExhibitorProfile.php?__id=1605,10831,https://n1b.goexposoftware.com/events/ss24/goExpo/floorPlan/viewFloorPlan.php?e=1&bi=1573,"We publish Handloader, Rifle, The Upland Almanac and Black Powder Cartridge News magazines; technical and semi-technical books; classic books on the outdoors and shooting sports; LoadData.com; and 50 years of back issues on DVDs. All our products, along with an array of outdoor and sporting goods, are available at our online store, www.WolfeOutdoorSports.com", Law Enforcement Products/Services,
